adrs,drug_id,name,smile
"08, 21, 03, 20, 09, 24, 16, 01, 17, 19, 25, 18, 22, 11, 05, 23, 13, 15, 14",DB00621,Oxandrolone,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)OC[C@]12C
"21, 04, 24, 17, 25, 07, 08, 26, 09, 16, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB00218,Moxifloxacin,[H][C@]12CN(C[C@@]1([H])NCCC2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O
"08, 10, 20, 02, 24, 19, 07, 17, 06, 01, 22, 23, 13, 12, 14",DB06413,Armodafinil,NC(=O)C[S@@](=O)C(C1=CC=CC=C1)C1=CC=CC=C1
"08, 10, 26, 24, 02, 07, 19, 17, 06, 11, 22, 05, 23, 20, 15, 12, 14",DB04871,Lorcaserin,C[C@H]1CNCCC2=CC=C(Cl)C=C12
"08, 20, 26, 02, 24, 19, 09, 17, 07, 01, 22, 23, 13, 15, 12, 14",DB00393,Nimodipine,COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C
"14, 08, 10, 02, 11, 24, 01, 17, 09, 22, 05, 23, 13, 15, 12, 07",DB00731,Nateglinide,[H][C@](CC1=CC=CC=C1)(N=C(O)[C@@]1([H])CC[C@@]([H])(CC1)C(C)C)C(O)=O
"14, 08, 20, 09, 24, 19, 02, 17, 06, 01, 05, 23, 13, 15, 07",DB09065,Cobicistat,CC(C)C1=NC(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)=CS1
"08, 20, 04, 07, 17, 06, 22, 23, 13, 12, 14",DB01172,Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
"08, 10, 11, 17, 22, 23, 13, 12, 07",DB01256,Retapamulin,[H][C@]12CC[C@]([H])(C[C@]([H])(C1)SCC(=O)O[C@]1([H])C[C@@](C)(C=C)[C@@]([H])(O)[C@]([H])(C)[C@]34CCC(=O)[C@@]3([H])[C@@]1(C)[C@]([H])(C)CC4)N2C
"21, 03, 24, 17, 07, 08, 26, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB00850,Perphenazine,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1
"21, 04, 24, 17, 07, 08, 26, 09, 16, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB00916,Metronidazole,CC1=NC=C(N1CCO)[N+]([O-])=O
"21, 03, 04, 24, 17, 25, 07, 08, 26, 16, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 18, 15",DB00624,Testosterone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O
"08, 21, 20, 10, 24, 11, 02, 01, 17, 09, 22, 23, 13, 12, 07",DB00493,Cefotaxime,[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O
"14, 08, 21, 20, 24, 11, 02, 01, 17, 09, 19, 06, 22, 23, 13, 15, 07",DB06210,Eltrombopag,CC1=NN(C(=O)\C1=N/NC1=C(O)C(=CC=C1)C1=CC=CC(=C1)C(O)=O)C1=CC=C(C)C(C)=C1
"14, 08, 10, 26, 09, 24, 19, 01, 17, 02, 22, 23, 13, 12, 07",DB01351,Amobarbital,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O
"08, 10, 20, 04, 02, 24, 19, 07, 17, 06, 23, 13, 15, 14",DB00835,Brompheniramine,CN(C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1
"08, 20, 02, 24, 19, 11, 17, 13, 07",DB06262,Droxidopa,N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O
"14, 08, 13, 26, 10, 24, 02, 19, 11, 17, 06, 01, 22, 23, 20, 15, 12, 07",DB00187,Esmolol,COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1
"08, 21, 03, 10, 04, 20, 24, 02, 19, 07, 17, 06, 01, 09, 05, 23, 13, 15, 12, 14",DB00458,Imipramine,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12
"08, 13, 10, 24, 02, 19, 11, 17, 06, 25, 22, 23, 20, 07",DB00979,Cyclopentolate,CN(C)CCOC(=O)C(C1=CC=CC=C1)C1(O)CCCC1
"08, 10, 21, 16, 24, 09, 01, 17, 07, 02, 19, 22, 05, 23, 13, 15, 12, 14",DB00357,Aminoglutethimide,CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1
"08, 24, 02, 07, 19, 17, 01, 25, 11, 16, 22, 06, 23, 13, 15, 14",DB00570,Vinblastine,[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(C[C@](O)(CC)C2)CCC2=C1NC1=CC=CC=C21)C(=O)OC
"14, 08, 10, 21, 24, 11, 09, 16, 17, 22, 23, 15, 12, 07",DB00878,Chlorhexidine,ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1
"21, 04, 24, 17, 07, 08, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB04946,Iloperidone,COC1=C(OCCCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C=CC(=C1)C(C)=O
"21, 04, 24, 17, 07, 08, 26, 16, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB00216,Eletriptan,CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2
"08, 10, 24, 02, 17, 25, 22, 23, 13, 15, 14",DB01339,Vecuronium,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)N1CCCCC1)[N+]1(C)CCCCC1
"21, 04, 24, 17, 07, 08, 16, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB05294,Vandetanib,COC1=C(OCC2CCN(C)CC2)C=C2N=CN=C(NC3=C(F)C=C(Br)C=C3)C2=C1
"14, 08, 21, 13, 10, 24, 11, 19, 09, 17, 01, 16, 22, 05, 23, 20, 12, 07",DB00499,Flutamide,CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F
"08, 10, 02, 24, 19, 17, 06, 25, 22, 23, 20, 15, 07",DB00211,Midodrine,COC1=CC(C(O)CNC(=O)CN)=C(OC)C=C1
"08, 21, 26, 10, 20, 24, 02, 19, 17, 06, 18, 23, 13, 15, 07",DB00782,Propantheline,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12)C(C)C
"08, 10, 24, 09, 19, 01, 17, 06, 02, 22, 23, 20, 15, 12, 07",DB01176,Cyclizine,CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1
"21, 03, 04, 24, 17, 25, 07, 08, 26, 16, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB00705,Delavirdine,CC(C)NC1=C(N=CC=C1)N1CCN(CC1)C(=O)C1=CC2=C(N1)C=CC(NS(C)(=O)=O)=C2
"08, 13, 10, 04, 02, 07, 01, 17, 19, 06, 25, 22, 23, 20, 12, 14",DB05260,Gallium nitrate,[Ga+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O
"21, 04, 24, 17, 25, 07, 08, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB00538,Gadoversetamide,[Gd+3].COCCNC(=O)CN(CCN(CCN(CC([O-])=O)CC(=O)NCCOC)CC([O-])=O)CC([O-])=O
"14, 08, 10, 24, 11, 09, 17, 06, 22, 23, 12, 07",DB00210,Adapalene,COC1=C(C=C(C=C1)C1=CC2=C(C=C1)C=C(C=C2)C(O)=O)C12CC3CC(CC(C3)C1)C2
"14, 08, 10, 20, 02, 11, 19, 24, 01, 17, 23, 13, 07",DB00400,Griseofulvin,COC1=CC(OC)=C(Cl)C2=C1C(=O)[C@]1(O2)[C@H](C)CC(=O)C=C1OC
"08, 20, 26, 16, 19, 01, 17, 06, 22, 23, 13, 15, 12, 07",DB01206,Lomustine,ClCCN(N=O)C(=O)NC1CCCCC1
"14, 08, 10, 02, 24, 19, 17, 06, 22, 23, 13, 15, 07",DB01221,Ketamine,CNC1(CCCCC1=O)C1=CC=CC=C1Cl
"08, 10, 21, 24, 02, 19, 17, 25, 22, 23, 13, 07",DB00191,Phentermine,CC(C)(N)CC1=CC=CC=C1
"21, 03, 04, 24, 17, 25, 07, 08, 26, 09, 16, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 18, 15",DB00788,Naproxen,COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O
"08, 10, 02, 11, 19, 01, 17, 06, 24, 16, 22, 23, 13, 15, 12, 07",DB00754,Ethotoin,CCN1C(=O)NC(C1=O)C1=CC=CC=C1
"08, 10, 24, 02, 07, 19, 17, 22, 23, 13, 15, 14",DB00152,Thiamine,CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N
"08, 10, 03, 16, 11, 24, 09, 17, 19, 23, 13, 12, 14",DB00855,Aminolevulinic acid,NCC(=O)CCC(O)=O
"08, 10, 24, 02, 07, 19, 17, 22, 23, 13, 15, 12, 14",DB01291,Pirbuterol,CC(C)(C)NCC(O)C1=NC(CO)=C(O)C=C1
"21, 04, 24, 17, 07, 08, 26, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB00307,Bexarotene,CC1=CC2=C(C=C1C(=C)C1=CC=C(C=C1)C(O)=O)C(C)(C)CCC2(C)C
"21, 04, 24, 17, 07, 08, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB00749,Etodolac,CCC1=C2NC3=C(CCOC3(CC)CC(O)=O)C2=CC=C1
"08, 21, 13, 10, 24, 11, 19, 01, 17, 02, 07, 09, 22, 06, 23, 20, 15, 12, 14",DB04845,Ixabepilone,[H][C@]12C[C@H](NC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)CCC[C@@]1(C)O2)C(\C)=C\C1=CSC(C)=N1
"08, 09, 11, 19, 07, 17, 02, 24, 23, 20, 15, 12, 14",DB09117,Paraldehyde,CC1OC(C)OC(C)O1
"08, 21, 20, 24, 11, 07, 01, 02, 17, 25, 19, 22, 05, 23, 13, 15, 12, 14",DB00385,Valrubicin,[H][C@@]1(C[C@@](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=C(OC)C=CC=C1C3=O)C(=O)COC(=O)CCCC)O[C@H]1C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O1
"03, 04, 24, 17, 25, 07, 08, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB00908,Quinidine,[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1
"14, 08, 21, 20, 10, 04, 24, 11, 19, 01, 17, 02, 06, 22, 23, 13, 15, 12, 07",DB00556,Perflutren,FC(F)(F)C(F)(F)C(F)(F)F
"21, 04, 24, 17, 25, 07, 08, 26, 09, 16, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB00213,Pantoprazole,COC1=C(OC)C(CS(=O)C2=NC3=C(N2)C=C(OC(F)F)C=C3)=NC=C1
"21, 03, 24, 17, 25, 07, 08, 09, 16, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB00531,Cyclophosphamide,ClCCN(CCCl)P1(=O)NCCCO1
"08, 02, 24, 07, 17, 18, 22, 05, 23, 14",DB08941,Isoxsuprine,C[C@H](COC1=CC=CC=C1)N[C@H](C)[C@@H](O)C1=CC=C(O)C=C1
"14, 08, 10, 04, 24, 11, 19, 02, 17, 22, 23, 15, 07",DB09242,Moxonidine,COC1=NC(C)=NC(Cl)=C1NC1=NCCN1
"21, 03, 04, 24, 17, 25, 07, 08, 09, 16, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB01129,Rabeprazole,COCCCOC1=C(C)C(CS(=O)C2=NC3=CC=CC=C3N2)=NC=C1
"21, 03, 04, 24, 17, 25, 07, 08, 26, 16, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB00268,Ropinirole,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1
"08, 20, 23, 13, 12, 07",DB00626,Bacitracin,CC[C@H](C)[C@H](N)C1=N[C@@H](CS1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(O)=O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H]1CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@H](CC2=CNC=N2)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC1=O)[C@@H](C)CC
"08, 10, 13, 21, 24, 11, 19, 01, 09, 02, 17, 06, 22, 16, 23, 20, 15, 12, 07",DB01060,Amoxicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O
"08, 10, 04, 24, 11, 02, 01, 17, 22, 23, 20, 15, 12, 07",DB00512,Vancomycin,CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)C2=CC=C(OC3=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]4C[C@](C)(N)[C@H](O)[C@H](C)O4)C4=CC(=C3)[C@@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N[C@@H]1C3=CC(=C(O)C=C3)C3=C(O)C=C(O)C=C3[C@H](NC(=O)[C@@H](NC1=O)[C@H](O)C1=CC(Cl)=C(O4)C=C1)C(O)=O)C(Cl)=C2
"08, 10, 13, 03, 09, 16, 07, 01, 23, 20, 15, 12, 14",DB00339,Pyrazinamide,NC(=O)C1=NC=CN=C1
"14, 08, 10, 20, 24, 11, 19, 02, 17, 22, 05, 23, 13, 15, 12, 07",DB00277,Theophylline,CN1C2=C(NC=N2)C(=O)N(C)C1=O
"21, 04, 24, 17, 25, 07, 08, 09, 16, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB00482,Celecoxib,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F
"24, 02, 19, 17, 13, 12",DB00388,Phenylephrine,CNC[C@H](O)C1=CC(O)=CC=C1
"21, 03, 04, 24, 17, 25, 07, 08, 09, 16, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB01229,Paclitaxel,[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C4=CC=CC=C4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]1(C)[C@@H](O)C[C@H]1OC[C@@]21OC(C)=O)C3(C)C
"14, 08, 10, 03, 09, 24, 02, 01, 17, 06, 11, 19, 22, 18, 23, 13, 15, 12, 07",DB00544,Fluorouracil,FC1=CNC(=O)NC1=O
"20, 02, 11, 24, 16, 17, 22, 23, 13, 15, 07",DB09080,Olodaterol,COC1=CC=C(CC(C)(C)NC[C@H](O)C2=C3OCC(=O)NC3=CC(O)=C2)C=C1
"21, 04, 24, 17, 07, 08, 26, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 06, 15",DB00897,Triazolam,CC1=NN=C2CN=C(C3=CC=CC=C3Cl)C3=C(C=CC(Cl)=C3)N12
"14, 08, 10, 20, 04, 24, 11, 19, 01, 17, 02, 09, 22, 23, 13, 15, 07",DB14210,Moexiprilat,COC1=C(OC)C=C2CN([C@@H](CC2=C1)C(O)=O)C(=O)[C@H](C)N[C@@H](CCC1=CC=CC=C1)C(O)=O
"21, 03, 04, 24, 17, 25, 07, 08, 26, 16, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB00997,Doxorubicin,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O
"08, 13, 10, 03, 24, 11, 02, 01, 17, 06, 09, 07, 22, 25, 05, 23, 20, 15, 12, 14",DB01016,Glyburide,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
"08, 21, 10, 20, 24, 02, 19, 01, 17, 06, 25, 22, 05, 23, 13, 15, 07",DB00937,Diethylpropion,CCN(CC)C(C)C(=O)C1=CC=CC=C1
"08, 13, 10, 02, 24, 19, 17, 06, 22, 23, 20, 15, 07",DB04711,Iodipamide,OC(=O)C1=C(I)C(NC(=O)CCCCC(=O)NC2=C(I)C=C(I)C(C(O)=O)=C2I)=C(I)C=C1I
"21, 03, 04, 24, 17, 07, 08, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB01059,Norfloxacin,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1
"14, 08, 21, 10, 04, 24, 11, 19, 01, 17, 02, 22, 23, 13, 15, 12, 07",DB09009,Articaine,CCCNC(C)C(O)=NC1=C(SC=C1C)C(=O)OC
"10, 09, 01, 17, 23, 07",DB00643,Mebendazole,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C1=CC=CC=C1
"08, 17, 22, 13, 07",DB01025,Amlexanox,CC(C)C1=CC2=C(OC3=NC(N)=C(C=C3C2=O)C(O)=O)C=C1
"14, 08, 13, 21, 24, 02, 17, 22, 05, 20, 15, 12, 07",DB08816,Ticagrelor,CCCSC1=NC2=C(N=NN2[C@@H]2C[C@H](OCCO)[C@@H](O)[C@H]2O)C(N[C@@H]2C[C@H]2C2=CC(F)=C(F)C=C2)=N1
"08, 24, 23, 12, 07",DB00151,L-Cysteine,N[C@@H](CS)C(O)=O
"14, 08, 10, 20, 24, 11, 02, 09, 01, 06, 19, 17, 22, 23, 13, 15, 07",DB01275,Hydralazine,NNC1=NN=CC2=CC=CC=C12
"21, 03, 04, 24, 17, 25, 07, 08, 26, 16, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB01004,Ganciclovir,NC1=NC2=C(N=CN2COC(CO)CO)C(=O)N1
"08, 10, 21, 04, 09, 24, 07, 02, 17, 06, 01, 19, 22, 11, 23, 20, 12, 14",DB00469,Tenoxicam,CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=CS2)S1(=O)=O
"08, 10, 02, 24, 01, 17, 23, 13, 07",DB01011,Metyrapone,CC(C)(C(=O)C1=CN=CC=C1)C1=CC=CN=C1
"21, 04, 24, 17, 07, 08, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB00461,Nabumetone,COC1=CC2=C(C=C1)C=C(CCC(C)=O)C=C2
"21, 04, 24, 17, 07, 08, 26, 09, 16, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 18, 15",DB00966,Telmisartan,CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O
"08, 21, 10, 09, 24, 07, 01, 17, 06, 19, 02, 05, 23, 13, 14",DB00609,Ethionamide,CCC1=NC=CC(=C1)C(N)=S
"08, 10, 11, 17, 23, 12",DB00223,Diflorasone,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
"21, 04, 24, 17, 07, 08, 26, 16, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB01273,Varenicline,[H][C@]12C[C@]([H])(CNC1)C1=CC3=NC=CN=C3C=C21
"08, 10, 16, 24, 19, 01, 17, 02, 25, 09, 22, 11, 05, 23, 13, 15, 12, 07",DB00444,Teniposide,[H][C@]12COC(=O)[C@]1([H])[C@]([H])(C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@@]2([H])O[C@]1([H])O[C@]2([H])CO[C@]([H])(O[C@@]2([H])[C@]([H])(O)[C@@]1([H])O)C1=CC=CS1
"07, 23, 11",DB00658,Sevelamer,NCC=C.ClCC1CO1
"14, 08, 10, 20, 21, 26, 24, 11, 19, 01, 17, 09, 02, 22, 05, 23, 13, 15, 12, 07",DB01066,Cefditoren,[H][C@]12SCC(\C=C/C3=C(C)N=CS3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O
"14, 08, 02, 09, 19, 24, 17, 22, 13, 15, 12, 07",DB00228,Enflurane,FC(F)OC(F)(F)C(F)Cl
"07, 08, 23, 13",DB00491,Miglitol,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
"14, 08, 10, 21, 20, 04, 24, 11, 19, 02, 17, 06, 22, 05, 23, 13, 15, 12, 07",DB00764,Mometasone,[H][C@@]1(C)C[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@]([H])(O)C[C@]2(C)[C@@]1(O)C(=O)CCl
"14, 08, 10, 20, 24, 02, 19, 11, 17, 22, 23, 13, 15, 12, 07",DB01143,Amifostine,NCCCNCCSP(O)(O)=O
"21, 03, 24, 17, 07, 08, 26, 16, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 06, 18, 15",DB00831,Trifluoperazine,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1
"14, 08, 10, 20, 09, 24, 11, 01, 17, 02, 25, 23, 13, 15, 12, 07",DB00319,Piperacillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(CC)C(=O)C1=O)C1=CC=CC=C1)C(O)=O
"08, 11, 22, 23, 07",DB12481,Barium,[Ba]
"21, 04, 24, 17, 25, 07, 08, 26, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB00962,Zaleplon,CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N
"14, 08, 10, 21, 04, 02, 24, 11, 19, 17, 06, 01, 09, 22, 25, 23, 13, 15, 12, 07",DB09220,Nicorandil,[O-][N+](=O)OCCNC(=O)C1=CC=CN=C1
"14, 08, 10, 13, 21, 04, 24, 11, 19, 02, 17, 06, 22, 23, 20, 15, 07",DB00545,Pyridostigmine,CN(C)C(=O)OC1=C[N+](C)=CC=C1
"21, 04, 24, 17, 25, 07, 08, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 20, 11, 06, 15",DB00833,Cefaclor,[H][C@]12SCC(Cl)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O
